Proceso,Agno,Cinversion
ALMACENAMIENTO_IV,2018,500
ALMACENAMIENTO_IV,2019,500
ALMACENAMIENTO_IV,2020,461
ALMACENAMIENTO_IV,2021,422
ALMACENAMIENTO_IV,2022,383
ALMACENAMIENTO_IV,2023,344
ALMACENAMIENTO_IV,2024,305
ALMACENAMIENTO_IV,2025,266
ALMACENAMIENTO_IV,2026,227
ALMACENAMIENTO_IV,2027,188
ALMACENAMIENTO_IV,2028,149
ALMACENAMIENTO_IV,2029,110
ALMACENAMIENTO_IV,2030,100
ALMACENAMIENTO_IV,2031,100
ALMACENAMIENTO_IV,2032,100
ALMACENAMIENTO_IV,2033,100
ALMACENAMIENTO_IV,2034,100
ALMACENAMIENTO_IV,2035,100
ALMACENAMIENTO_IV,2036,100
ALMACENAMIENTO_IV,2037,100
ALMACENAMIENTO_IV,2038,100
ALMACENAMIENTO_IV,2039,100
ALMACENAMIENTO_IV,2040,100
ALMACENAMIENTO_IV,2041,100
ALMACENAMIENTO_IV,2042,100
ALMACENAMIENTO_IV,2043,100
ALMACENAMIENTO_IV,2044,100
ALMACENAMIENTO_IV,2045,100
ALMACENAMIENTO_IV,2046,100
ALMACENAMIENTO_IV,2047,100
ALMACENAMIENTO_IV,2048,100
ALMACENAMIENTO_IV,2049,100
ALMACENAMIENTO_IV,2050,100
