Proceso,Agno,Cinversion
generacion_gas_natural_ca,2036,748
generacion_gas_natural_ca,2037,745
generacion_gas_natural_ca,2038,742
generacion_gas_natural_ca,2039,739
generacion_gas_natural_ca,2040,736
generacion_gas_natural_ca,2041,734
generacion_gas_natural_ca,2042,731
generacion_gas_natural_ca,2043,729
generacion_gas_natural_ca,2044,726
generacion_gas_natural_ca,2045,723
generacion_gas_natural_ca,2046,719
generacion_gas_natural_ca,2047,717
generacion_gas_natural_ca,2048,715
generacion_gas_natural_ca,2049,713
generacion_gas_natural_ca,2050,713
generacion_gas_natural_cc,2017,2222
generacion_gas_natural_cc,2018,2222
generacion_gas_natural_cc,2019,2222
generacion_gas_natural_cc,2020,2214
generacion_gas_natural_cc,2021,2199
generacion_gas_natural_cc,2022,2183
generacion_gas_natural_cc,2023,2168
generacion_gas_natural_cc,2024,2148
generacion_gas_natural_cc,2025,2124
generacion_gas_natural_cc,2026,2098
generacion_gas_natural_cc,2027,2082
generacion_gas_natural_cc,2028,2064
generacion_gas_natural_cc,2029,2049
generacion_gas_natural_cc,2030,2033
generacion_gas_natural_cc,2031,2019
generacion_gas_natural_cc,2032,2003
generacion_gas_natural_cc,2033,1987
generacion_gas_natural_cc,2034,1972
generacion_gas_natural_cc,2035,1958
generacion_gas_natural_cc,2036,1946
generacion_gas_natural_cc,2037,1931
generacion_gas_natural_cc,2038,1916
generacion_gas_natural_cc,2039,1901
generacion_gas_natural_cc,2040,1886
generacion_gas_natural_cc,2041,1873
generacion_gas_natural_cc,2042,1858
generacion_gas_natural_cc,2043,1845
generacion_gas_natural_cc,2044,1830
generacion_gas_natural_cc,2045,1815
generacion_gas_natural_cc,2046,1799
generacion_gas_natural_cc,2047,1784
generacion_gas_natural_cc,2048,1771
generacion_gas_natural_cc,2049,1759
generacion_gas_natural_cc,2050,1733
generacion_hidraulica_embalse,2017,4050
generacion_hidraulica_embalse,2018,4050
generacion_hidraulica_embalse,2019,4050
generacion_hidraulica_embalse,2020,4050
generacion_hidraulica_embalse,2021,4050
generacion_hidraulica_embalse,2022,4050
generacion_hidraulica_embalse,2023,4050
generacion_hidraulica_embalse,2024,4050
generacion_hidraulica_embalse,2025,4050
generacion_hidraulica_embalse,2026,4050
generacion_hidraulica_embalse,2027,4050
generacion_hidraulica_embalse,2028,4050
generacion_hidraulica_embalse,2029,4050
generacion_hidraulica_embalse,2030,4050
generacion_hidraulica_embalse,2031,4050
generacion_hidraulica_embalse,2032,4050
generacion_hidraulica_embalse,2033,4050
generacion_hidraulica_embalse,2034,4050
generacion_hidraulica_embalse,2035,4050
generacion_hidraulica_embalse,2036,4050
generacion_hidraulica_embalse,2037,4050
generacion_hidraulica_embalse,2038,4050
generacion_hidraulica_embalse,2039,4050
generacion_hidraulica_embalse,2040,4050
generacion_hidraulica_embalse,2041,4050
generacion_hidraulica_embalse,2042,4050
generacion_hidraulica_embalse,2043,4050
generacion_hidraulica_embalse,2044,4050
generacion_hidraulica_embalse,2045,4050
generacion_hidraulica_embalse,2046,4050
generacion_hidraulica_embalse,2047,4050
generacion_hidraulica_embalse,2048,4050
generacion_hidraulica_embalse,2049,4050
generacion_hidraulica_embalse,2050,4050
generacion_hidraulica_pasada,2017,4050
generacion_hidraulica_pasada,2018,4050
generacion_hidraulica_pasada,2019,4050
generacion_hidraulica_pasada,2020,4050
generacion_hidraulica_pasada,2021,4050
generacion_hidraulica_pasada,2022,4050
generacion_hidraulica_pasada,2023,4050
generacion_hidraulica_pasada,2024,4050
generacion_hidraulica_pasada,2025,4050
generacion_hidraulica_pasada,2026,4050
generacion_hidraulica_pasada,2027,4050
generacion_hidraulica_pasada,2028,4050
generacion_hidraulica_pasada,2029,4050
generacion_hidraulica_pasada,2030,4050
generacion_hidraulica_pasada,2031,4050
generacion_hidraulica_pasada,2032,4050
generacion_hidraulica_pasada,2033,4050
generacion_hidraulica_pasada,2034,4050
generacion_hidraulica_pasada,2035,4050
generacion_hidraulica_pasada,2036,4050
generacion_hidraulica_pasada,2037,4050
generacion_hidraulica_pasada,2038,4050
generacion_hidraulica_pasada,2039,4050
generacion_hidraulica_pasada,2040,4050
generacion_hidraulica_pasada,2041,4050
generacion_hidraulica_pasada,2042,4050
generacion_hidraulica_pasada,2043,4050
generacion_hidraulica_pasada,2044,4050
generacion_hidraulica_pasada,2045,4050
generacion_hidraulica_pasada,2046,4050
generacion_hidraulica_pasada,2047,4050
generacion_hidraulica_pasada,2048,4050
generacion_hidraulica_pasada,2049,4050
generacion_hidraulica_pasada,2050,4050
generacion_minihidro,2017,4050
generacion_minihidro,2018,4050
generacion_minihidro,2019,4050
generacion_minihidro,2020,4050
generacion_minihidro,2021,4050
generacion_minihidro,2022,4050
generacion_minihidro,2023,4050
generacion_minihidro,2024,4050
generacion_minihidro,2025,4050
generacion_minihidro,2026,4050
generacion_minihidro,2027,4050
generacion_minihidro,2028,4050
generacion_minihidro,2029,4050
generacion_minihidro,2030,4050
generacion_minihidro,2031,4050
generacion_minihidro,2032,4050
generacion_minihidro,2033,4050
generacion_minihidro,2034,4050
generacion_minihidro,2035,4050
generacion_minihidro,2036,4050
generacion_minihidro,2037,4050
generacion_minihidro,2038,4050
generacion_minihidro,2039,4050
generacion_minihidro,2040,4050
generacion_minihidro,2041,4050
generacion_minihidro,2042,4050
generacion_minihidro,2043,4050
generacion_minihidro,2044,4050
generacion_minihidro,2045,4050
generacion_minihidro,2046,4050
generacion_minihidro,2047,4050
generacion_minihidro,2048,4050
generacion_minihidro,2049,4050
generacion_minihidro,2050,705
generacion_solar_csp,2017,7332
generacion_solar_csp,2018,7332
generacion_solar_csp,2019,7332
generacion_solar_csp,2020,7121
generacion_solar_csp,2021,6795
generacion_solar_csp,2022,6468
generacion_solar_csp,2023,6142
generacion_solar_csp,2024,5815
generacion_solar_csp,2025,5489
generacion_solar_csp,2026,5162
generacion_solar_csp,2027,4836
generacion_solar_csp,2028,4509
generacion_solar_csp,2029,4183
generacion_solar_csp,2030,3856
generacion_solar_csp,2031,3816
generacion_solar_csp,2032,3775
generacion_solar_csp,2033,3735
generacion_solar_csp,2034,3695
generacion_solar_csp,2035,3654
generacion_solar_csp,2036,3614
generacion_solar_csp,2037,3574
generacion_solar_csp,2038,3533
generacion_solar_csp,2039,3493
generacion_solar_csp,2040,3453
generacion_solar_csp,2041,3412
generacion_solar_csp,2042,3372
generacion_solar_csp,2043,3332
generacion_solar_csp,2044,3291
generacion_solar_csp,2045,3251
generacion_solar_csp,2046,3211
generacion_solar_csp,2047,3170
generacion_solar_csp,2048,3130
generacion_solar_csp,2049,3090
generacion_solar_csp,2050,3049
generacion_solar_fv,2017,970
generacion_solar_fv,2018,970
generacion_solar_fv,2019,970
generacion_solar_fv,2020,748
generacion_solar_fv,2021,714
generacion_solar_fv,2022,678
generacion_solar_fv,2023,645
generacion_solar_fv,2024,615
generacion_solar_fv,2025,588
generacion_solar_fv,2026,568
generacion_solar_fv,2027,549
generacion_solar_fv,2028,531
generacion_solar_fv,2029,515
generacion_solar_fv,2030,499
generacion_solar_fv,2031,484
generacion_solar_fv,2032,470
generacion_solar_fv,2033,457
generacion_solar_fv,2034,444
generacion_solar_fv,2035,432
generacion_solar_fv,2036,420
generacion_solar_fv,2037,409
generacion_solar_fv,2038,398
generacion_solar_fv,2039,387
generacion_solar_fv,2040,377
generacion_solar_fv,2041,368
generacion_solar_fv,2042,359
generacion_solar_fv,2043,351
generacion_solar_fv,2044,343
generacion_solar_fv,2045,335
generacion_solar_fv,2046,327
generacion_solar_fv,2047,320
generacion_solar_fv,2048,313
generacion_solar_fv,2049,307
generacion_solar_fv,2050,301
