Proceso,Barra,Participacion,Perdidas
TRANS_MOTO_ELECTRICO_NUEVO,XIII,0.498,0.0
TRANS_MOTO_ELECTRICO_NUEVO,VI,0.057,0.0
TRANS_MOTO_ELECTRICO_NUEVO,VII,0.084,0.0
TRANS_MOTO_ELECTRICO_NUEVO,VIII,0.104,0.0
TRANS_MOTO_ELECTRICO_NUEVO,X-XIV,0.0691,0.0
TRANS_MINIBUS_ELECTRICO,SING,0.07,0.0
TRANS_MINIBUS_ELECTRICO,II-III,0.13,0.0
TRANS_MINIBUS_ELECTRICO,IV,0.06,0.0
TRANS_MINIBUS_ELECTRICO,V,0.13,0.0
TRANS_MINIBUS_ELECTRICO,XIII,0.0,0.0
TRANS_MINIBUS_ELECTRICO,VI,0.1,0.0
TRANS_MINIBUS_ELECTRICO,VII,0.1,0.0
TRANS_MINIBUS_ELECTRICO,VIII,0.17,0.0
TRANS_MINIBUS_ELECTRICO,X-XIV,0.24,0.0
TRANS_MINIBUS_ELECTRICO_NUEVO,SING,0.07,0.0
TRANS_MINIBUS_ELECTRICO_NUEVO,II-III,0.13,0.0
TRANS_MINIBUS_ELECTRICO_NUEVO,IV,0.06,0.0
TRANS_MINIBUS_ELECTRICO_NUEVO,V,0.13,0.0
TRANS_MINIBUS_ELECTRICO_NUEVO,XIII,0.0,0.0
TRANS_MINIBUS_ELECTRICO_NUEVO,VI,0.1,0.0
TRANS_MINIBUS_ELECTRICO_NUEVO,VII,0.1,0.0
TRANS_MINIBUS_ELECTRICO_NUEVO,VIII,0.17,0.0
TRANS_MINIBUS_ELECTRICO_NUEVO,X-XIV,0.24,0.0
TRANS_CAMION_ELECTRICO,SING,0.03,0.0
TRANS_CAMION_ELECTRICO,II-III,0.08,0.0
TRANS_CAMION_ELECTRICO,IV,0.05,0.0
TRANS_CAMION_ELECTRICO,V,0.09,0.0
TRANS_CAMION_ELECTRICO,XIII,0.32,0.0
TRANS_CAMION_ELECTRICO,VI,0.07,0.0
TRANS_CAMION_ELECTRICO,VII,0.09,0.0
TRANS_CAMION_ELECTRICO,VIII,0.12,0.0
TRANS_CAMION_ELECTRICO,X-XIV,0.15,0.0
TRANS_CAMION_ELECTRICO_NUEVO,SING,0.03,0.0
TRANS_CAMION_ELECTRICO_NUEVO,II-III,0.08,0.0
TRANS_CAMION_ELECTRICO_NUEVO,IV,0.05,0.0
TRANS_CAMION_ELECTRICO_NUEVO,V,0.09,0.0
TRANS_CAMION_ELECTRICO_NUEVO,XIII,0.32,0.0
TRANS_CAMION_ELECTRICO_NUEVO,VI,0.07,0.0
TRANS_CAMION_ELECTRICO_NUEVO,VII,0.09,0.0
TRANS_CAMION_ELECTRICO_NUEVO,VIII,0.12,0.0
TRANS_CAMION_ELECTRICO_NUEVO,X-XIV,0.15,0.0
TRANS_TRACTOCAMION_ELECTRICO,SING,0.05,0.0
TRANS_TRACTOCAMION_ELECTRICO,II-III,0.16,0.0
TRANS_TRACTOCAMION_ELECTRICO,IV,0.03,0.0
TRANS_TRACTOCAMION_ELECTRICO,V,0.12,0.0
TRANS_TRACTOCAMION_ELECTRICO,XIII,0.28,0.0
TRANS_TRACTOCAMION_ELECTRICO,VI,0.06,0.0
TRANS_TRACTOCAMION_ELECTRICO,VII,0.08,0.0
TRANS_TRACTOCAMION_ELECTRICO,VIII,0.11,0.0
TRANS_TRACTOCAMION_ELECTRICO,X-XIV,0.11,0.0
TRANS_TRACTOCAMION_ELECTRICO_NUEVO,SING,0.05,0.0
TRANS_TRACTOCAMION_ELECTRICO_NUEVO,II-III,0.16,0.0
TRANS_TRACTOCAMION_ELECTRICO_NUEVO,IV,0.03,0.0
TRANS_TRACTOCAMION_ELECTRICO_NUEVO,V,0.12,0.0
TRANS_TRACTOCAMION_ELECTRICO_NUEVO,XIII,0.28,0.0
TRANS_TRACTOCAMION_ELECTRICO_NUEVO,VI,0.06,0.0
TRANS_TRACTOCAMION_ELECTRICO_NUEVO,VII,0.08,0.0
TRANS_TRACTOCAMION_ELECTRICO_NUEVO,VIII,0.11,0.0
TRANS_TRACTOCAMION_ELECTRICO_NUEVO,X-XIV,0.11,0.0
TRANS_FERRO_PASAJEROS_INTER,SING,0.0,0.0
TRANS_FERRO_PASAJEROS_INTER,II-III,0.0,0.0
TRANS_FERRO_PASAJEROS_INTER,IV,0.0,0.0
TRANS_FERRO_PASAJEROS_INTER,V,0.0,0.0
TRANS_FERRO_PASAJEROS_INTER,XIII,0.3,0.0
TRANS_FERRO_PASAJEROS_INTER,VI,0.34,0.0
TRANS_FERRO_PASAJEROS_INTER,VII,0.14,0.0
TRANS_FERRO_PASAJEROS_INTER,VIII,0.2,0.0
TRANS_FERRO_PASAJEROS_INTER,X-XIV,0.02,0.0
TRANS_FERRO_PASAJEROS_URB,SING,0.0,0.0
TRANS_FERRO_PASAJEROS_URB,II-III,0.0,0.0
TRANS_FERRO_PASAJEROS_URB,IV,0.0,0.0
TRANS_FERRO_PASAJEROS_URB,V,0.14,0.0
TRANS_FERRO_PASAJEROS_URB,XIII,0.83,0.0
TRANS_FERRO_PASAJEROS_URB,VI,0.0,0.0
TRANS_FERRO_PASAJEROS_URB,VII,0.0,0.0
TRANS_FERRO_PASAJEROS_URB,VIII,0.03,0.0
TRANS_FERRO_PASAJEROS_URB,X-XIV,0.0,0.0
refineria_electricidad,SING,0.0,0.0
refineria_electricidad,II-III,0.0,0.0
refineria_electricidad,IV,0.0,0.0
refineria_electricidad,V,0.5202133933768817,0.0
refineria_electricidad,XIII,0.0,0.0
refineria_electricidad,VI,0.0,0.0
refineria_electricidad,VII,0.0,0.0
refineria_electricidad,VIII,0.4797866066231183,0.0
refineria_electricidad,X-XIV,0.0,0.0
I_AZU_motriz_meps_electricidad,II-III,0.0,0.0
I_AZU_motriz_meps_electricidad,IV,0.0,0.0
I_AZU_motriz_meps_electricidad,SING,0.0,0.0
I_AZU_motriz_meps_electricidad,V,0.0,0.0
I_AZU_motriz_meps_electricidad,VI,0.0,0.0
I_AZU_motriz_meps_electricidad,VII,0.09596673424778583,0.0
I_AZU_motriz_meps_electricidad,VIII,0.6960616905367507,0.0
I_AZU_motriz_meps_electricidad,XIII,0.20492326832255728,0.0
I_AZU_motriz_meps_electricidad,X-XIV,0.0030483068929060423,0.0
I_CEL_motriz_meps_electricidad,II-III,0.0,0.0
I_CEL_motriz_meps_electricidad,IV,0.0,0.0
I_CEL_motriz_meps_electricidad,SING,0.0,0.0
I_CEL_motriz_meps_electricidad,V,9.551812819093703e-05,0.0
I_CEL_motriz_meps_electricidad,VI,0.00976571136818671,0.0
I_CEL_motriz_meps_electricidad,VII,0.13556481085468772,0.0
I_CEL_motriz_meps_electricidad,VIII,0.6672306706129442,0.0
I_CEL_motriz_meps_electricidad,XIII,0.08713088194054722,0.0
I_CEL_motriz_meps_electricidad,X-XIV,0.1002124070954434,0.0
I_CEL_impuesto_motriz_meps_electricidad,II-III,0.0,0.0
I_CEL_impuesto_motriz_meps_electricidad,IV,0.0,0.0
I_CEL_impuesto_motriz_meps_electricidad,SING,0.0,0.0
I_CEL_impuesto_motriz_meps_electricidad,V,9.551812819093703e-05,0.0
I_CEL_impuesto_motriz_meps_electricidad,VI,0.00976571136818671,0.0
I_CEL_impuesto_motriz_meps_electricidad,VII,0.13556481085468772,0.0
I_CEL_impuesto_motriz_meps_electricidad,VIII,0.6672306706129442,0.0
I_CEL_impuesto_motriz_meps_electricidad,XIII,0.08713088194054722,0.0
I_CEL_impuesto_motriz_meps_electricidad,X-XIV,0.1002124070954434,0.0
I_CEM_motriz_meps_electricidad,II-III,0.0,0.0
I_CEM_motriz_meps_electricidad,IV,0.0,0.0
I_CEM_motriz_meps_electricidad,SING,0.1209341826002123,0.0
I_CEM_motriz_meps_electricidad,V,0.2820116416315517,0.0
I_CEM_motriz_meps_electricidad,VI,0.0,0.0
I_CEM_motriz_meps_electricidad,VII,0.1298802045755818,0.0
I_CEM_motriz_meps_electricidad,VIII,0.12824406707867697,0.0
I_CEM_motriz_meps_electricidad,XIII,0.3077127864191227,0.0
I_CEM_motriz_meps_electricidad,X-XIV,0.031217117694854617,0.0
I_HIE_motriz_meps_electricidad,II-III,0.896536404830699,0.0
I_HIE_motriz_meps_electricidad,IV,0.10346359516930098,0.0
I_HIE_motriz_meps_electricidad,SING,0.0,0.0
I_HIE_motriz_meps_electricidad,V,0.0,0.0
I_HIE_motriz_meps_electricidad,VI,0.0,0.0
I_HIE_motriz_meps_electricidad,VII,0.0,0.0
I_HIE_motriz_meps_electricidad,VIII,0.0,0.0
I_HIE_motriz_meps_electricidad,XIII,0.0,0.0
I_HIE_motriz_meps_electricidad,X-XIV,0.0,0.0
I_PES_motriz_meps_electricidad,II-III,0.0,0.0
I_PES_motriz_meps_electricidad,IV,0.030161969987969744,0.0
I_PES_motriz_meps_electricidad,SING,0.22999178476781895,0.0
I_PES_motriz_meps_electricidad,V,0.0,0.0
I_PES_motriz_meps_electricidad,VI,0.2369086456670009,0.0
I_PES_motriz_meps_electricidad,VII,0.0,0.0
I_PES_motriz_meps_electricidad,VIII,0.2511721264039122,0.0
I_PES_motriz_meps_electricidad,XIII,0.0,0.0
I_PES_motriz_meps_electricidad,X-XIV,0.2416379983551014,0.0
I_PES_impuesto_meps_motriz_electricidad,II-III,0.0,0.0
I_PES_impuesto_meps_motriz_electricidad,IV,0.030161969987969744,0.0
I_PES_impuesto_meps_motriz_electricidad,SING,0.22999178476781895,0.0
I_PES_impuesto_meps_motriz_electricidad,V,0.0,0.0
I_PES_impuesto_meps_motriz_electricidad,VI,0.2369086456670009,0.0
I_PES_impuesto_meps_motriz_electricidad,VII,0.0,0.0
I_PES_impuesto_meps_motriz_electricidad,VIII,0.2511721264039122,0.0
I_PES_impuesto_meps_motriz_electricidad,XIII,0.0,0.0
I_PES_impuesto_meps_motriz_electricidad,X-XIV,0.2416379983551014,0.0
I_SID_motriz_meps_electricidad,II-III,0.0,0.0
I_SID_motriz_meps_electricidad,IV,0.0,0.0
I_SID_motriz_meps_electricidad,SING,0.0,0.0
I_SID_motriz_meps_electricidad,V,0.0,0.0
I_SID_motriz_meps_electricidad,VI,0.0,0.0
I_SID_motriz_meps_electricidad,VII,0.0,0.0
I_SID_motriz_meps_electricidad,VIII,0.6196255997776489,0.0
I_SID_motriz_meps_electricidad,XIII,0.3803744002223511,0.0
I_SID_motriz_meps_electricidad,X-XIV,0.0,0.0
I_PET_motriz_meps_electricidad,II-III,0.0,0.0
I_PET_motriz_meps_electricidad,IV,0.0,0.0
I_PET_motriz_meps_electricidad,SING,0.0,0.0
I_PET_motriz_meps_electricidad,V,0.0,0.0
I_PET_motriz_meps_electricidad,VI,0.0,0.0
I_PET_motriz_meps_electricidad,VII,0.0,0.0
I_PET_motriz_meps_electricidad,VIII,1.0,0.0
I_PET_motriz_meps_electricidad,XIII,0.0,0.0
I_PET_motriz_meps_electricidad,X-XIV,0.0,0.0
I_MIN_motriz_meps_electricidad,II-III,0.05450496980279152,0.0
I_MIN_motriz_meps_electricidad,IV,0.038147630652290127,0.0
I_MIN_motriz_meps_electricidad,SING,0.36789060338456553,0.0
I_MIN_motriz_meps_electricidad,V,0.35262512969919985,0.0
I_MIN_motriz_meps_electricidad,VI,0.0,0.0
I_MIN_motriz_meps_electricidad,VII,0.0012191289163187337,0.0
I_MIN_motriz_meps_electricidad,VIII,2.2579235786448233e-05,0.0
I_MIN_motriz_meps_electricidad,XIII,0.14891945257118308,0.0
I_MIN_motriz_meps_electricidad,X-XIV,0.0,0.0
I_IND_motriz_meps_electricidad,II-III,0.01272723779773246,0.0
I_IND_motriz_meps_electricidad,IV,0.019421761506331483,0.0
I_IND_motriz_meps_electricidad,SING,0.031241067965079868,0.0
I_IND_motriz_meps_electricidad,V,0.09061737121612709,0.0
I_IND_motriz_meps_electricidad,VI,0.05130087097903331,0.0
I_IND_motriz_meps_electricidad,VII,0.05295665170465819,0.0
I_IND_motriz_meps_electricidad,VIII,0.1343819767113017,0.0
I_IND_motriz_meps_electricidad,XIII,0.516527782031323,0.0
I_IND_motriz_meps_electricidad,X-XIV,0.08380285932334658,0.0
I_IND_impuesto_motriz_meps_electricidad,II-III,0.01272723779773246,0.0
I_IND_impuesto_motriz_meps_electricidad,IV,0.019421761506331483,0.0
I_IND_impuesto_motriz_meps_electricidad,SING,0.031241067965079868,0.0
I_IND_impuesto_motriz_meps_electricidad,V,0.09061737121612709,0.0
I_IND_impuesto_motriz_meps_electricidad,VI,0.05130087097903331,0.0
I_IND_impuesto_motriz_meps_electricidad,VII,0.05295665170465819,0.0
I_IND_impuesto_motriz_meps_electricidad,VIII,0.1343819767113017,0.0
I_IND_impuesto_motriz_meps_electricidad,XIII,0.516527782031323,0.0
I_IND_impuesto_motriz_meps_electricidad,X-XIV,0.08380285932334658,0.0
I_COB_motriz_meps_electricidad,II-III,0.11041894282381826,0.0
I_COB_motriz_meps_electricidad,IV,0.0793200838559416,0.0
I_COB_motriz_meps_electricidad,SING,0.5696432937059425,0.0
I_COB_motriz_meps_electricidad,V,0.07288044312205225,0.0
I_COB_motriz_meps_electricidad,VI,0.09620629011132595,0.0
I_COB_motriz_meps_electricidad,VII,0.0,0.0
I_COB_motriz_meps_electricidad,VIII,0.0,0.0
I_COB_motriz_meps_electricidad,XIII,0.07153094638091947,0.0
I_COB_motriz_meps_electricidad,X-XIV,0.0,0.0
I_COB_impuesto_motriz_meps_electricidad,II-III,0.11041894282381826,0.0
I_COB_impuesto_motriz_meps_electricidad,IV,0.0793200838559416,0.0
I_COB_impuesto_motriz_meps_electricidad,SING,0.5696432937059425,0.0
I_COB_impuesto_motriz_meps_electricidad,V,0.07288044312205225,0.0
I_COB_impuesto_motriz_meps_electricidad,VI,0.09620629011132595,0.0
I_COB_impuesto_motriz_meps_electricidad,VII,0.0,0.0
I_COB_impuesto_motriz_meps_electricidad,VIII,0.0,0.0
I_COB_impuesto_motriz_meps_electricidad,XIII,0.07153094638091947,0.0
I_COB_impuesto_motriz_meps_electricidad,X-XIV,0.0,0.0
