Sector,Energetico,GEI,FE
transporte_maritimo,gas_corriente,N2O,0.0
transporte_maritimo,gas_coque,N2O,0.0
transporte_maritimo,gas_alto_horno,N2O,0.1
transporte_maritimo,gas_natural,N2O,0.1
transporte_maritimo,metano,N2O,0.1
transporte_maritimo,biogas,N2O,0.1
transporte_maritimo,biomasa,N2O,4.0
transporte_maritimo,solar,N2O,0.0
transporte_ferroviario_pasajeros,diesel,CO2,74100.0
transporte_ferroviario_pasajeros,petroleo_combustible,CO2,74100.0
transporte_ferroviario_pasajeros,gasolina,CO2,69300.0
transporte_ferroviario_pasajeros,kerenose,CO2,71900.0
transporte_ferroviario_pasajeros,gas_licuado,CO2,63100.0
transporte_ferroviario_pasajeros,gasolina_aviacion,CO2,70000.0
transporte_ferroviario_pasajeros,kerosene_aviacion,CO2,71500.0
transporte_ferroviario_pasajeros,nafta,CO2,73300.0
transporte_ferroviario_pasajeros,gas_refineria,CO2,57600.0
transporte_ferroviario_pasajeros,coque_petroleo,CO2,107000.0
transporte_ferroviario_pasajeros,derivados_industria_petroleo,CO2,0.0
transporte_ferroviario_pasajeros,electricidad,CO2,0.0
transporte_ferroviario_pasajeros,carbon,CO2,94600.0
transporte_ferroviario_pasajeros,coque_mineral,CO2,107000.0
transporte_ferroviario_pasajeros,alquitran,CO2,80700.0
transporte_ferroviario_pasajeros,gas_corriente,CO2,0.0
transporte_ferroviario_pasajeros,gas_coque,CO2,0.0
transporte_ferroviario_pasajeros,gas_alto_horno,CO2,260000.0
transporte_ferroviario_pasajeros,gas_natural,CO2,56100.0
transporte_ferroviario_pasajeros,metano,CO2,54600.0
transporte_ferroviario_pasajeros,biogas,CO2,54600.0
transporte_ferroviario_pasajeros,biomasa,CO2,112000.0
transporte_ferroviario_pasajeros,solar,CO2,0.0
transporte_ferroviario_pasajeros,diesel,CH4,3.0
transporte_ferroviario_pasajeros,petroleo_combustible,CH4,3.0
transporte_ferroviario_pasajeros,gasolina,CH4,3.0
transporte_ferroviario_pasajeros,kerenose,CH4,3.0
transporte_ferroviario_pasajeros,gas_licuado,CH4,1.0
transporte_ferroviario_pasajeros,gasolina_aviacion,CH4,3.0
transporte_ferroviario_pasajeros,kerosene_aviacion,CH4,3.0
transporte_ferroviario_pasajeros,nafta,CH4,3.0
transporte_ferroviario_pasajeros,gas_refineria,CH4,1.0
transporte_ferroviario_pasajeros,coque_petroleo,CH4,1.0
transporte_ferroviario_pasajeros,derivados_industria_petroleo,CH4,0.0
transporte_ferroviario_pasajeros,electricidad,CH4,0.0
transporte_ferroviario_pasajeros,carbon,CH4,1.0
transporte_ferroviario_pasajeros,coque_mineral,CH4,1.0
transporte_ferroviario_pasajeros,alquitran,CH4,3.0
transporte_ferroviario_pasajeros,gas_corriente,CH4,0.0
transporte_ferroviario_pasajeros,gas_coque,CH4,0.0
transporte_ferroviario_pasajeros,gas_alto_horno,CH4,1.0
transporte_ferroviario_pasajeros,gas_natural,CH4,1.0
transporte_ferroviario_pasajeros,metano,CH4,1.0
transporte_ferroviario_pasajeros,biogas,CH4,1.0
transporte_ferroviario_pasajeros,biomasa,CH4,30.0
transporte_ferroviario_pasajeros,solar,CH4,0.0
transporte_ferroviario_pasajeros,diesel,N2O,0.6
transporte_ferroviario_pasajeros,petroleo_combustible,N2O,0.6
transporte_ferroviario_pasajeros,gasolina,N2O,0.6
transporte_ferroviario_pasajeros,kerenose,N2O,0.6
transporte_ferroviario_pasajeros,gas_licuado,N2O,0.1
transporte_ferroviario_pasajeros,gasolina_aviacion,N2O,0.6
transporte_ferroviario_pasajeros,kerosene_aviacion,N2O,0.6
transporte_ferroviario_pasajeros,nafta,N2O,0.6
transporte_ferroviario_pasajeros,gas_refineria,N2O,0.1
transporte_ferroviario_pasajeros,coque_petroleo,N2O,1.5
transporte_ferroviario_pasajeros,derivados_industria_petroleo,N2O,0.0
transporte_ferroviario_pasajeros,electricidad,N2O,0.0
transporte_ferroviario_pasajeros,carbon,N2O,1.5
transporte_ferroviario_pasajeros,coque_mineral,N2O,1.5
transporte_ferroviario_pasajeros,alquitran,N2O,0.6
transporte_ferroviario_pasajeros,gas_corriente,N2O,0.0
transporte_ferroviario_pasajeros,gas_coque,N2O,0.0
transporte_ferroviario_pasajeros,gas_alto_horno,N2O,0.1
transporte_ferroviario_pasajeros,gas_natural,N2O,0.1
transporte_ferroviario_pasajeros,metano,N2O,0.1
transporte_ferroviario_pasajeros,biogas,N2O,0.1
transporte_ferroviario_pasajeros,biomasa,N2O,4.0
transporte_ferroviario_pasajeros,solar,N2O,0.0
transporte_ferroviario_carga,diesel,CO2,74100.0
transporte_ferroviario_carga,petroleo_combustible,CO2,74100.0
transporte_ferroviario_carga,gasolina,CO2,69300.0
transporte_ferroviario_carga,kerenose,CO2,71900.0
transporte_ferroviario_carga,gas_licuado,CO2,63100.0
transporte_ferroviario_carga,gasolina_aviacion,CO2,70000.0
transporte_ferroviario_carga,kerosene_aviacion,CO2,71500.0
transporte_ferroviario_carga,nafta,CO2,73300.0
transporte_ferroviario_carga,gas_refineria,CO2,57600.0
transporte_ferroviario_carga,coque_petroleo,CO2,107000.0
transporte_ferroviario_carga,derivados_industria_petroleo,CO2,0.0
transporte_ferroviario_carga,electricidad,CO2,0.0
transporte_ferroviario_carga,carbon,CO2,94600.0
transporte_ferroviario_carga,coque_mineral,CO2,107000.0
transporte_ferroviario_carga,alquitran,CO2,80700.0
transporte_ferroviario_carga,gas_corriente,CO2,0.0
transporte_ferroviario_carga,gas_coque,CO2,0.0
transporte_ferroviario_carga,gas_alto_horno,CO2,260000.0
transporte_ferroviario_carga,gas_natural,CO2,56100.0
transporte_ferroviario_carga,metano,CO2,54600.0
transporte_ferroviario_carga,biogas,CO2,54600.0
transporte_ferroviario_carga,biomasa,CO2,112000.0
transporte_ferroviario_carga,solar,CO2,0.0
transporte_ferroviario_carga,diesel,CH4,3.0
transporte_ferroviario_carga,petroleo_combustible,CH4,3.0
transporte_ferroviario_carga,gasolina,CH4,3.0
transporte_ferroviario_carga,kerenose,CH4,3.0
transporte_ferroviario_carga,gas_licuado,CH4,1.0
transporte_ferroviario_carga,gasolina_aviacion,CH4,3.0
transporte_ferroviario_carga,kerosene_aviacion,CH4,3.0
transporte_ferroviario_carga,nafta,CH4,3.0
transporte_ferroviario_carga,gas_refineria,CH4,1.0
transporte_ferroviario_carga,coque_petroleo,CH4,1.0
transporte_ferroviario_carga,derivados_industria_petroleo,CH4,0.0
transporte_ferroviario_carga,electricidad,CH4,0.0
transporte_ferroviario_carga,carbon,CH4,1.0
transporte_ferroviario_carga,coque_mineral,CH4,1.0
transporte_ferroviario_carga,alquitran,CH4,3.0
transporte_ferroviario_carga,gas_corriente,CH4,0.0
transporte_ferroviario_carga,gas_coque,CH4,0.0
transporte_ferroviario_carga,gas_alto_horno,CH4,1.0
transporte_ferroviario_carga,gas_natural,CH4,1.0
transporte_ferroviario_carga,metano,CH4,1.0
transporte_ferroviario_carga,biogas,CH4,1.0
transporte_ferroviario_carga,biomasa,CH4,30.0
transporte_ferroviario_carga,solar,CH4,0.0
transporte_ferroviario_carga,diesel,N2O,0.6
transporte_ferroviario_carga,petroleo_combustible,N2O,0.6
transporte_ferroviario_carga,gasolina,N2O,0.6
transporte_ferroviario_carga,kerenose,N2O,0.6
transporte_ferroviario_carga,gas_licuado,N2O,0.1
transporte_ferroviario_carga,gasolina_aviacion,N2O,0.6
transporte_ferroviario_carga,kerosene_aviacion,N2O,0.6
transporte_ferroviario_carga,nafta,N2O,0.6
transporte_ferroviario_carga,gas_refineria,N2O,0.1
transporte_ferroviario_carga,coque_petroleo,N2O,1.5
transporte_ferroviario_carga,derivados_industria_petroleo,N2O,0.0
transporte_ferroviario_carga,electricidad,N2O,0.0
transporte_ferroviario_carga,carbon,N2O,1.5
transporte_ferroviario_carga,coque_mineral,N2O,1.5
transporte_ferroviario_carga,alquitran,N2O,0.6
transporte_ferroviario_carga,gas_corriente,N2O,0.0
transporte_ferroviario_carga,gas_coque,N2O,0.0
transporte_ferroviario_carga,gas_alto_horno,N2O,0.1
transporte_ferroviario_carga,gas_natural,N2O,0.1
transporte_ferroviario_carga,metano,N2O,0.1
transporte_ferroviario_carga,biogas,N2O,0.1
transporte_ferroviario_carga,biomasa,N2O,4.0
transporte_ferroviario_carga,solar,N2O,0.0
refineria,diesel,CO2,74100.0
refineria,petroleo_combustible,CO2,74100.0
refineria,gasolina,CO2,69300.0
refineria,kerosene,CO2,71900.0
refineria,gas_licuado,CO2,63100.0
refineria,gasolina_aviacion,CO2,70000.0
refineria,kerosene_aviacion,CO2,71500.0
refineria,nafta,CO2,73300.0
refineria,gas_refineria,CO2,57600.0
refineria,coque_petroleo,CO2,107000.0
refineria,derivados_industria_petroleo,CO2,0.0
refineria,electricidad,CO2,0.0
refineria,carbon,CO2,94600.0
refineria,coque_mineral,CO2,107000.0
refineria,alquitran,CO2,80700.0
refineria,gas_corriente,CO2,0.0
refineria,gas_coque,CO2,0.0
refineria,gas_alto_horno,CO2,260000.0
refineria,gas_natural,CO2,56100.0
refineria,metano,CO2,54600.0
refineria,biogas,CO2,54600.0
refineria,biomasa,CO2,0.0
refineria,solar,CO2,0.0
refineria,diesel,CH4,3.0
refineria,petroleo_combustible,CH4,3.0
refineria,gasolina,CH4,3.0
refineria,kerosene,CH4,3.0
refineria,gas_licuado,CH4,1.0
refineria,gasolina_aviacion,CH4,3.0
refineria,kerosene_aviacion,CH4,3.0
refineria,nafta,CH4,3.0
refineria,gas_refineria,CH4,1.0
refineria,coque_petroleo,CH4,1.0
refineria,derivados_industria_petroleo,CH4,0.0
refineria,electricidad,CH4,0.0
refineria,carbon,CH4,1.0
refineria,coque_mineral,CH4,1.0
refineria,alquitran,CH4,3.0
refineria,gas_corriente,CH4,0.0
refineria,gas_coque,CH4,0.0
refineria,gas_alto_horno,CH4,1.0
refineria,gas_natural,CH4,1.0
refineria,metano,CH4,1.0
refineria,biogas,CH4,1.0
refineria,biomasa,CH4,0.0
refineria,solar,CH4,0.0
refineria,diesel,N2O,0.6
refineria,petroleo_combustible,N2O,0.6
refineria,gasolina,N2O,0.6
refineria,kerosene,N2O,0.6
refineria,gas_licuado,N2O,0.1
refineria,gasolina_aviacion,N2O,0.6
refineria,kerosene_aviacion,N2O,0.6
refineria,nafta,N2O,0.6
refineria,gas_refineria,N2O,0.1
refineria,coque_petroleo,N2O,1.5
refineria,derivados_industria_petroleo,N2O,0.0
refineria,electricidad,N2O,0.0
refineria,carbon,N2O,1.5
refineria,coque_mineral,N2O,1.5
refineria,alquitran,N2O,0.6
refineria,gas_corriente,N2O,0.0
refineria,gas_coque,N2O,0.0
refineria,gas_alto_horno,N2O,0.1
refineria,gas_natural,N2O,0.1
refineria,metano,N2O,0.1
refineria,biogas,N2O,0.1
refineria,biomasa,N2O,0.0
refineria,solar,N2O,0.0
