Producto,ID,Tipo
coccion_gas_licuado_X,232,1
coccion_gas_natural_X,233,1
coccion_biomasa_X,234,1
refrigeracion_X,235,1
iluminacion_X,236,1
enfriamiento_X,237,1
otros_electricos_X,238,1
calefaccion_biomasa_XI,239,1
calefaccion_electricidad_XI,240,1
calefaccion_gas_licuado_XI,241,1
calefaccion_gas_natural_XI,242,1
calefaccion_kerosene_XI,243,1
ACS_gas_licuado_XI,244,1
ACS_gas_natural_XI,245,1
coccion_electricidad_XI,246,1
coccion_gas_licuado_XI,247,1
coccion_gas_natural_XI,248,1
coccion_biomasa_XI,249,1
refrigeracion_XI,250,1
iluminacion_XI,251,1
enfriamiento_XI,252,1
otros_electricos_XI,253,1
calefaccion_biomasa_XII,254,1
calefaccion_electricidad_XII,255,1
calefaccion_gas_licuado_XII,256,1
calefaccion_gas_natural_XII,257,1
calefaccion_kerosene_XII,258,1
ACS_gas_licuado_XII,259,1
ACS_gas_natural_XII,260,1
coccion_electricidad_XII,261,1
coccion_gas_licuado_XII,262,1
coccion_gas_natural_XII,263,1
coccion_biomasa_XII,264,1
refrigeracion_XII,265,1
iluminacion_XII,266,1
enfriamiento_XII,267,1
otros_electricos_XII,268,1
energia_comercial,269,1
electricidad_comercial,270,1
gas_licuado_comercial,271,1
gas_natural_comercial,272,1
diesel_comercial,273,1
kerosene_comercial,274,1
biomasa_comercial,275,1
energia_publico,276,1
electricidad_publico,277,1
gas_licuado_publico,278,1
gas_natural_publico,279,1
diesel_publico,280,1
kerosene_publico,281,1
biomasa_publico,282,1
km_recorridos_tec,283,1
km_recorridos,284,1
km_recorridos_taxi,285,1
km_transantiago,286,1
km_bus,287,1
km_bus_RM,288,1
km_medianos,289,1
km_minibus,290,1
km_camion,291,1
km_tractocamion,292,1
km_moto,293,1
pkm_aereo,294,1
tkm_maritimo,295,1
pkm_ferroviario_urb,296,1
pkm_ferroviario_inter,297,1
tkm_ferroviario,298,1
fuel_oil,299,2
biomasa_iym,300,2
electricidad_iym,301,2
electricidad_residencial,302,2
diesel_iym,303,2
diesel_residencial,304,2
biomasa_residencial,305,2
diesel_transporte,306,2
carbon_generacion,307,2
diesel_generacion,308,2
gas_natural_generacion,309,2
biomasa_generacion,310,2
refineria_energia,311,1
refineria_gas_natural,312,1
refineria_diesel,313,1
refineria_petroleo_combustible,314,1
refineria_gas_licuado,315,1
refineria_derivado_petroleo,316,1
refineria_electricidad,317,1
refineria_gas_coque,318,1
refineria_alquitran,319,1
refineria_gas_alto_horno,320,1
diesel_transporte_pax,321,2
azucar_existente,322,1
celulosa_existente,323,1
cemento_existente,324,1
hierro_existente,325,1
pesca_existente,326,1
acero_existente,327,1
petroquimica_existente,328,1
mineral_existente,329,1
manufactura_existente,330,1
cobre_existente,331,1
azucar_nuevo,332,1
celulosa_nuevo,333,1
cemento_nuevo,334,1
hierro_nuevo,335,1
pesca_nuevo,336,1
acero_nuevo,337,1
petroquimica_nuevo,338,1
mineral_nuevo,339,1
manufactura_nuevo,340,1
cobre_nuevo,341,1
