Escenario,Agno,Energeticos,Precio
14,2043,generacion_solar_csp,4136.618248920955
14,2044,generacion_solar_csp,4113.261524942232
14,2045,generacion_solar_csp,4088.711381824009
14,2046,generacion_solar_csp,4062.3829122358006
14,2047,generacion_solar_csp,4033.4678442173263
14,2048,generacion_solar_csp,4003.437908244643
14,2049,generacion_solar_csp,3971.4835306801633
14,2050,generacion_solar_csp,3936.797103107662
15,2015,generacion_solar_csp,7332.0
15,2016,generacion_solar_csp,7332.0
15,2017,generacion_solar_csp,7332.0
15,2018,generacion_solar_csp,7332.0
15,2019,generacion_solar_csp,7332.0
15,2020,generacion_solar_csp,7123.94405363373
15,2021,generacion_solar_csp,6811.008301137417
15,2022,generacion_solar_csp,6507.493712117051
15,2023,generacion_solar_csp,6215.6361950739565
15,2024,generacion_solar_csp,5918.473678625708
15,2025,generacion_solar_csp,5645.394099859281
15,2026,generacion_solar_csp,5382.762499226211
15,2027,generacion_solar_csp,5132.609229664515
15,2028,generacion_solar_csp,4893.4435472714285
15,2029,generacion_solar_csp,4667.223103114661
15,2030,generacion_solar_csp,4452.5309428980945
15,2031,generacion_solar_csp,4478.19390283408
15,2032,generacion_solar_csp,4505.10151769752
15,2033,generacion_solar_csp,4534.832689266617
15,2034,generacion_solar_csp,4566.897809660881
15,2035,generacion_solar_csp,4600.089524722609
15,2036,generacion_solar_csp,4636.119585761246
15,2037,generacion_solar_csp,4674.285197415264
15,2038,generacion_solar_csp,4713.966627391186
15,2039,generacion_solar_csp,4756.498467003552
15,2040,generacion_solar_csp,4801.239813509437
15,2041,generacion_solar_csp,4847.636117570231
15,2042,generacion_solar_csp,4896.89243470803
15,2043,generacion_solar_csp,4948.4322188073575
15,2044,generacion_solar_csp,5002.257055978195
15,2045,generacion_solar_csp,5058.483642211253
15,2046,generacion_solar_csp,5117.067924145313
15,2047,generacion_solar_csp,5177.593064141258
15,2048,generacion_solar_csp,5240.9903402376185
15,2049,generacion_solar_csp,5306.819280927824
15,2050,generacion_solar_csp,5374.73557534319
16,2015,generacion_solar_csp,7332.0
16,2016,generacion_solar_csp,7332.0
16,2017,generacion_solar_csp,7332.0
16,2018,generacion_solar_csp,7332.0
16,2019,generacion_solar_csp,7332.0
16,2020,generacion_solar_csp,7124.011393508725
16,2021,generacion_solar_csp,6811.734530088047
16,2022,generacion_solar_csp,6510.159031865283
16,2023,generacion_solar_csp,6222.207971705662
16,2024,generacion_solar_csp,5929.923317734277
16,2025,generacion_solar_csp,5665.993405250144
16,2026,generacion_solar_csp,5416.415323318179
16,2027,generacion_solar_csp,5183.873849548792
16,2028,generacion_solar_csp,4967.607073272591
16,2029,generacion_solar_csp,4770.204748115513
16,2030,generacion_solar_csp,4591.004050838576
16,2031,generacion_solar_csp,4644.595573090132
16,2032,generacion_solar_csp,4702.341502552265
16,2033,generacion_solar_csp,4765.772004324603
16,2034,generacion_solar_csp,4834.601720452869
16,2035,generacion_solar_csp,4907.629622458484
