barra,agno,etapa,bloque,potencia,energia
VI          ,2038        ,11          ,3           ,      903.72,   271116.03
VI          ,2038        ,11          ,4           ,     1072.45,    64346.96
VI          ,2038        ,11          ,5           ,     1149.90,    68993.78
VI          ,2038        ,12          ,1           ,     1032.08,   223961.02
VI          ,2038        ,12          ,2           ,      956.91,    88992.89
VI          ,2038        ,12          ,3           ,      909.01,   281794.32
VI          ,2038        ,12          ,4           ,     1057.92,    65591.02
VI          ,2038        ,12          ,5           ,     1150.85,    71352.54
VI          ,2039        ,1           ,1           ,      958.90,   208080.81
VI          ,2039        ,1           ,2           ,      859.64,    79946.27
VI          ,2039        ,1           ,3           ,      782.88,   242691.46
VI          ,2039        ,1           ,4           ,      967.05,    59957.11
VI          ,2039        ,1           ,5           ,     1087.75,    67440.47
VI          ,2039        ,2           ,1           ,      995.80,   195177.71
VI          ,2039        ,2           ,2           ,      875.83,    73569.60
VI          ,2039        ,2           ,3           ,      799.51,   223863.08
VI          ,2039        ,2           ,4           ,     1019.19,    57074.60
VI          ,2039        ,2           ,5           ,     1107.49,    62019.64
VI          ,2039        ,3           ,1           ,     1037.67,   225175.07
VI          ,2039        ,3           ,2           ,      936.44,    87088.56
VI          ,2039        ,3           ,3           ,      885.05,   274364.68
VI          ,2039        ,3           ,4           ,     1056.91,    65528.19
VI          ,2039        ,3           ,5           ,     1162.33,    72064.72
VI          ,2039        ,4           ,1           ,     1055.34,   221620.98
VI          ,2039        ,4           ,2           ,      930.01,    83700.82
VI          ,2039        ,4           ,3           ,      875.66,   262697.44
VI          ,2039        ,4           ,4           ,     1036.64,    62198.61
VI          ,2039        ,4           ,5           ,     1149.89,    68993.15
VI          ,2039        ,5           ,1           ,     1035.26,   225686.47
VI          ,2039        ,5           ,2           ,      954.29,    88749.43
VI          ,2039        ,5           ,3           ,      868.70,   269297.99
VI          ,2039        ,5           ,4           ,     1026.54,    63645.74
VI          ,2039        ,5           ,5           ,     1150.36,    71322.51
VI          ,2039        ,6           ,1           ,     1063.02,   223233.17
VI          ,2039        ,6           ,2           ,      965.97,    86937.44
VI          ,2039        ,6           ,3           ,      903.87,   271160.90
VI          ,2039        ,6           ,4           ,     1042.90,    62573.97
VI          ,2039        ,6           ,5           ,     1168.37,    70102.04
VI          ,2039        ,7           ,1           ,     1045.21,   226811.51
VI          ,2039        ,7           ,2           ,      956.44,    88948.99
VI          ,2039        ,7           ,3           ,      884.16,   274089.98
VI          ,2039        ,7           ,4           ,     1029.68,    63840.14
VI          ,2039        ,7           ,5           ,     1132.88,    70238.39
VI          ,2039        ,8           ,1           ,     1039.41,   224512.64
VI          ,2039        ,8           ,2           ,      961.94,    89460.79
VI          ,2039        ,8           ,3           ,      895.56,   277624.70
VI          ,2039        ,8           ,4           ,     1014.61,    62905.75
VI          ,2039        ,8           ,5           ,     1118.64,    69355.95
VI          ,2039        ,9           ,1           ,     1039.43,   218280.68
VI          ,2039        ,9           ,2           ,      955.21,    85969.03
VI          ,2039        ,9           ,3           ,      886.89,   266066.84
VI          ,2039        ,9           ,4           ,     1026.07,    61564.13
VI          ,2039        ,9           ,5           ,     1131.94,    67916.44
VI          ,2039        ,10          ,1           ,     1034.66,   224520.63
VI          ,2039        ,10          ,2           ,      950.01,    88351.36
VI          ,2039        ,10          ,3           ,      890.83,   276156.76
VI          ,2039        ,10          ,4           ,     1073.21,    66539.26
VI          ,2039        ,10          ,5           ,     1175.37,    72872.74
VI          ,2039        ,11          ,1           ,     1080.99,   227006.93
VI          ,2039        ,11          ,2           ,      966.58,    86992.62
VI          ,2039        ,11          ,3           ,      935.24,   280570.71
VI          ,2039        ,11          ,4           ,     1129.22,    67753.21
VI          ,2039        ,11          ,5           ,     1221.25,    73274.73
VI          ,2039        ,12          ,1           ,     1091.37,   236826.37
VI          ,2039        ,12          ,2           ,      999.63,    92965.68
VI          ,2039        ,12          ,3           ,      940.09,   291429.38
VI          ,2039        ,12          ,4           ,     1113.65,    69046.06
VI          ,2039        ,12          ,5           ,     1218.97,    75576.34
VI          ,2040        ,1           ,1           ,     1010.66,   219313.81
VI          ,2040        ,1           ,2           ,      895.00,    83235.14
VI          ,2040        ,1           ,3           ,      808.47,   250625.48
VI          ,2040        ,1           ,4           ,     1015.78,    62978.57
VI          ,2040        ,1           ,5           ,     1148.11,    71182.60
VI          ,2040        ,2           ,1           ,     1015.79,   206205.98
VI          ,2040        ,2           ,2           ,      883.23,    76841.23
VI          ,2040        ,2           ,3           ,      798.53,   231574.11
VI          ,2040        ,2           ,4           ,     1034.41,    59995.69
VI          ,2040        ,2           ,5           ,     1135.55,    65862.13
VI          ,2040        ,3           ,1           ,     1093.15,   237213.20
VI          ,2040        ,3           ,2           ,      975.98,    90766.49
VI          ,2040        ,3           ,3           ,      913.94,   283322.10
VI          ,2040        ,3           ,4           ,     1109.10,    68764.20
VI          ,2040        ,3           ,5           ,     1227.40,    76098.96
VI          ,2040        ,4           ,1           ,     1111.61,   233437.72
VI          ,2040        ,4           ,2           ,      970.42,    87337.54
VI          ,2040        ,4           ,3           ,      904.77,   271432.14
VI          ,2040        ,4           ,4           ,     1090.32,    65418.99
VI          ,2040        ,4           ,5           ,     1216.35,    72981.06
VI          ,2040        ,5           ,1           ,     1089.55,   237522.43
VI          ,2040        ,5           ,2           ,      992.29,    92283.39
VI          ,2040        ,5           ,3           ,      897.05,   278084.28
VI          ,2040        ,5           ,4           ,     1078.13,    66843.84
VI          ,2040        ,5           ,5           ,     1213.74,    75252.19
VI          ,2040        ,6           ,1           ,     1119.36,   235064.93
VI          ,2040        ,6           ,2           ,     1006.18,    90556.32
VI          ,2040        ,6           ,3           ,      931.89,   279568.08
VI          ,2040        ,6           ,4           ,     1097.59,    65855.34
VI          ,2040        ,6           ,5           ,     1234.13,    74047.84
VI          ,2040        ,7           ,1           ,     1099.28,   238544.58
VI          ,2040        ,7           ,2           ,      994.67,    92504.39
VI          ,2040        ,7           ,3           ,      912.14,   282763.86
VI          ,2040        ,7           ,4           ,     1081.09,    67027.59
VI          ,2040        ,7           ,5           ,     1196.54,    74185.63
VI          ,2040        ,8           ,1           ,     1094.99,   236518.75
VI          ,2040        ,8           ,2           ,     1000.04,    93003.95
VI          ,2040        ,8           ,3           ,      922.88,   286093.13
VI          ,2040        ,8           ,4           ,     1068.32,    66235.76
VI          ,2040        ,8           ,5           ,     1185.57,    73505.16
VI          ,2040        ,9           ,1           ,     1096.81,   230329.55
VI          ,2040        ,9           ,2           ,      995.05,    89554.40
VI          ,2040        ,9           ,3           ,      915.67,   274701.21
VI          ,2040        ,9           ,4           ,     1080.84,    64850.68
VI          ,2040        ,9           ,5           ,     1199.82,    71989.33
VI          ,2040        ,10          ,1           ,     1090.62,   236665.15
VI          ,2040        ,10          ,2           ,      988.94,    91971.49
VI          ,2040        ,10          ,3           ,      919.51,   285047.07
VI          ,2040        ,10          ,4           ,     1125.25,    69765.74
VI          ,2040        ,10          ,5           ,     1240.08,    76884.82
VI          ,2040        ,11          ,1           ,     1139.05,   239200.43
VI          ,2040        ,11          ,2           ,     1007.58,    90682.35
VI          ,2040        ,11          ,3           ,      964.08,   289224.72
VI          ,2040        ,11          ,4           ,     1183.11,    70986.58
VI          ,2040        ,11          ,5           ,     1290.02,    77401.29
VI          ,2040        ,12          ,1           ,     1147.99,   249113.50
VI          ,2040        ,12          ,2           ,     1039.63,    96685.48
VI          ,2040        ,12          ,3           ,      968.52,   300242.13
VI          ,2040        ,12          ,4           ,     1166.66,    72332.99
VI          ,2040        ,12          ,5           ,     1284.08,    79612.86
VI          ,2041        ,1           ,1           ,     1057.80,   229542.81
VI          ,2041        ,1           ,2           ,      927.04,    86214.72
VI          ,2041        ,1           ,3           ,      831.75,   257843.83
VI          ,2041        ,1           ,4           ,     1060.19,    65731.98
VI          ,2041        ,1           ,5           ,     1203.05,    74589.11
VI          ,2041        ,2           ,1           ,     1103.21,   216228.23
VI          ,2041        ,2           ,2           ,      950.06,    79804.62
VI          ,2041        ,2           ,3           ,      852.03,   238568.47
VI          ,2041        ,2           ,4           ,     1118.70,    62646.95
VI          ,2041        ,2           ,5           ,     1238.80,    69372.73
VI          ,2041        ,3           ,1           ,     1143.95,   248237.61
VI          ,2041        ,3           ,2           ,     1012.18,    94132.40
VI          ,2041        ,3           ,3           ,      940.46,   291542.25
VI          ,2041        ,3           ,4           ,     1156.91,    71728.60
VI          ,2041        ,3           ,5           ,     1287.04,    79796.36
VI          ,2041        ,4           ,1           ,     1163.09,   244248.42
VI          ,2041        ,4           ,2           ,     1007.41,    90667.16
VI          ,2041        ,4           ,3           ,      931.48,   279445.16
VI          ,2041        ,4           ,4           ,     1139.52,    68371.50
VI          ,2041        ,4           ,5           ,     1277.25,    76634.94
VI          ,2041        ,5           ,1           ,     1139.23,   248352.54
VI          ,2041        ,5           ,2           ,     1026.96,    95507.01
VI          ,2041        ,5           ,3           ,      923.06,   286149.63
VI          ,2041        ,5           ,4           ,     1125.38,    69773.31
VI          ,2041        ,5           ,5           ,     1271.71,    78846.02
VI          ,2041        ,6           ,1           ,     1170.91,   245890.70
VI          ,2041        ,6           ,2           ,     1042.97,    93867.11
VI          ,2041        ,6           ,3           ,      957.48,   287243.77
VI          ,2041        ,6           ,4           ,     1147.84,    68870.32
VI          ,2041        ,6           ,5           ,     1294.31,    77658.35
VI          ,2041        ,7           ,1           ,     1148.70,   249268.24
VI          ,2041        ,7           ,2           ,     1029.57,    95749.62
VI          ,2041        ,7           ,3           ,      937.78,   290712.07
VI          ,2041        ,7           ,4           ,     1128.16,    69945.89
VI          ,2041        ,7           ,5           ,     1254.80,    77797.44
VI          ,2041        ,8           ,1           ,     1145.94,   247522.47
VI          ,2041        ,8           ,2           ,     1034.80,    96236.45
VI          ,2041        ,8           ,3           ,      947.84,   293829.69
VI          ,2041        ,8           ,4           ,     1117.75,    69300.33
VI          ,2041        ,8           ,5           ,     1247.16,    77324.16
VI          ,2041        ,9           ,1           ,     1149.43,   241380.06
VI          ,2041        ,9           ,2           ,     1031.46,    92831.52
VI          ,2041        ,9           ,3           ,      942.04,   282612.75
VI          ,2041        ,9           ,4           ,     1131.19,    67871.49
VI          ,2041        ,9           ,5           ,     1262.18,    75730.86
VI          ,2041        ,10          ,1           ,     1141.98,   247810.18
VI          ,2041        ,10          ,2           ,     1024.54,    95282.66
VI          ,2041        ,10          ,3           ,      945.86,   293215.76
VI          ,2041        ,10          ,4           ,     1172.96,    72723.54
VI          ,2041        ,10          ,5           ,     1299.40,    80562.57
VI          ,2041        ,11          ,1           ,     1192.35,   250393.38
VI          ,2041        ,11          ,2           ,     1045.16,    94064.29
VI          ,2041        ,11          ,3           ,      990.49,   297147.34
VI          ,2041        ,11          ,4           ,     1232.51,    73950.70
VI          ,2041        ,11          ,5           ,     1353.26,    81195.82
VI          ,2041        ,12          ,1           ,     1199.99,   260397.55
VI          ,2041        ,12          ,2           ,     1076.30,   100095.94
VI          ,2041        ,12          ,3           ,      994.58,   308320.34
VI          ,2041        ,12          ,4           ,     1215.34,    75350.80
VI          ,2041        ,12          ,5           ,     1343.77,    83313.66
VI          ,2042        ,1           ,1           ,     1107.14,   240249.21
VI          ,2042        ,1           ,2           ,      961.53,    89422.50
VI          ,2042        ,1           ,3           ,      857.18,   265726.74
VI          ,2042        ,1           ,4           ,     1106.79,    68621.15
VI          ,2042        ,1           ,5           ,     1260.42,    78146.08
VI          ,2042        ,2           ,1           ,     1156.74,   226720.93
VI          ,2042        ,2           ,2           ,      987.81,    82975.95
VI          ,2042        ,2           ,3           ,      879.30,   246202.93
VI          ,2042        ,2           ,4           ,     1168.64,    65443.78
VI          ,2042        ,2           ,5           ,     1303.46,    72993.54
VI          ,2042        ,3           ,1           ,     1197.09,   259769.17
VI          ,2042        ,3           ,2           ,     1050.84,    97727.72
VI          ,2042        ,3           ,3           ,      969.46,   300534.00
VI          ,2042        ,3           ,4           ,     1207.15,    74843.36
VI          ,2042        ,3           ,5           ,     1349.00,    83638.22
VI          ,2042        ,4           ,1           ,     1216.82,   255532.19
VI          ,2042        ,4           ,2           ,     1046.59,    94193.06
VI          ,2042        ,4           ,3           ,      960.46,   288139.25
VI          ,2042        ,4           ,4           ,     1190.83,    71449.91
VI          ,2042        ,4           ,5           ,     1340.27,    80416.44
VI          ,2042        ,5           ,1           ,     1191.11,   259661.00
VI          ,2042        ,5           ,2           ,     1064.12,    98962.79
VI          ,2042        ,5           ,3           ,      951.30,   294901.52
VI          ,2042        ,5           ,4           ,     1174.80,    72837.46
VI          ,2042        ,5           ,5           ,     1332.04,    82586.58
VI          ,2042        ,6           ,1           ,     1224.72,   257192.19
VI          ,2042        ,6           ,2           ,     1082.10,    97388.70
VI          ,2042        ,6           ,3           ,      985.66,   295696.78
VI          ,2042        ,6           ,4           ,     1199.99,    71999.46
VI          ,2042        ,6           ,5           ,     1356.81,    81408.59
VI          ,2042        ,7           ,1           ,     1200.46,   260500.26
VI          ,2042        ,7           ,2           ,     1066.94,    99225.23
VI          ,2042        ,7           ,3           ,      965.78,   299392.15
VI          ,2042        ,7           ,4           ,     1177.47,    73002.90
VI          ,2042        ,7           ,5           ,     1315.32,    81549.97
VI          ,2042        ,8           ,1           ,     1198.95,   258972.49
VI          ,2042        ,8           ,2           ,     1072.09,    99704.08
VI          ,2042        ,8           ,3           ,      975.33,   302353.53
VI          ,2042        ,8           ,4           ,     1168.89,    72471.29
VI          ,2042        ,8           ,5           ,     1310.30,    81238.88
VI          ,2042        ,9           ,1           ,     1203.99,   252837.40
VI          ,2042        ,9           ,2           ,     1070.23,    96320.31
VI          ,2042        ,9           ,3           ,      970.75,   291226.21
VI          ,2042        ,9           ,4           ,     1183.34,    71000.47
VI          ,2042        ,9           ,5           ,     1326.29,    79577.18
VI          ,2042        ,10          ,1           ,     1195.29,   259377.06
VI          ,2042        ,10          ,2           ,     1062.52,    98814.61
VI          ,2042        ,10          ,3           ,      974.45,   302080.00
VI          ,2042        ,10          ,4           ,     1222.88,    75818.70
VI          ,2042        ,10          ,5           ,     1360.88,    84374.57
VI          ,2042        ,11          ,1           ,     1247.69,   262015.06
VI          ,2042        ,11          ,2           ,     1085.02,    97651.86
VI          ,2042        ,11          ,3           ,     1019.48,   305844.08
VI          ,2042        ,11          ,4           ,     1284.29,    77057.22
VI          ,2042        ,11          ,5           ,     1418.40,    85104.17
VI          ,2042        ,12          ,1           ,     1254.10,   272139.45
VI          ,2042        ,12          ,2           ,     1115.40,   103731.77
VI          ,2042        ,12          ,3           ,     1023.24,   317205.48
VI          ,2042        ,12          ,4           ,     1266.27,    78509.05
VI          ,2042        ,12          ,5           ,     1405.81,    87159.99
VI          ,2043        ,1           ,1           ,     1156.61,   250984.45
VI          ,2043        ,1           ,2           ,      996.58,    92681.58
VI          ,2043        ,1           ,3           ,      883.21,   273794.87
VI          ,2043        ,1           ,4           ,     1153.54,    71519.51
VI          ,2043        ,1           ,5           ,     1317.80,    81703.51
VI          ,2043        ,2           ,1           ,     1210.39,   237236.89
VI          ,2043        ,2           ,2           ,     1026.04,    86187.33
VI          ,2043        ,2           ,3           ,      907.17,   254007.27
VI          ,2043        ,2           ,4           ,     1218.83,    68254.30
VI          ,2043        ,2           ,5           ,     1367.74,    76593.62
VI          ,2043        ,3           ,1           ,     1250.50,   271358.14
VI          ,2043        ,3           ,2           ,     1090.11,   101380.40
VI          ,2043        ,3           ,3           ,      999.31,   309785.49
VI          ,2043        ,3           ,4           ,     1257.71,    77978.18
VI          ,2043        ,3           ,5           ,     1410.97,    87480.41
VI          ,2043        ,4           ,1           ,     1270.71,   266848.91
VI          ,2043        ,4           ,2           ,     1086.18,    97756.26
VI          ,2043        ,4           ,3           ,      990.12,   297035.64
VI          ,2043        ,4           ,4           ,     1242.23,    74533.73
VI          ,2043        ,4           ,5           ,     1403.13,    84187.57
VI          ,2043        ,5           ,1           ,     1243.14,   271003.98
VI          ,2043        ,5           ,2           ,     1101.87,   102473.87
VI          ,2043        ,5           ,3           ,      980.18,   303856.19
VI          ,2043        ,5           ,4           ,     1224.37,    75910.89
VI          ,2043        ,5           ,5           ,     1392.35,    86325.85
VI          ,2043        ,6           ,1           ,     1278.70,   268527.38
VI          ,2043        ,6           ,2           ,     1121.72,   100954.95
VI          ,2043        ,6           ,3           ,     1014.67,   304400.45
VI          ,2043        ,6           ,4           ,     1252.13,    75127.71
VI          ,2043        ,6           ,5           ,     1419.24,    85154.32
VI          ,2043        ,7           ,1           ,     1252.45,   271781.65
VI          ,2043        ,7           ,2           ,     1104.89,   102755.03
VI          ,2043        ,7           ,3           ,      994.51,   308297.60
VI          ,2043        ,7           ,4           ,     1226.95,    76071.03
VI          ,2043        ,7           ,5           ,     1375.77,    85297.81
VI          ,2043        ,8           ,1           ,     1252.04,   270440.18
VI          ,2043        ,8           ,2           ,     1109.98,   103228.37
VI          ,2043        ,8           ,3           ,     1003.65,   311131.18
VI          ,2043        ,8           ,4           ,     1219.95,    75636.85
VI          ,2043        ,8           ,5           ,     1373.00,    85125.85
VI          ,2043        ,9           ,1           ,     1258.54,   264292.50
VI          ,2043        ,9           ,2           ,     1109.49,    99853.93
VI          ,2043        ,9           ,3           ,     1000.17,   300050.92
VI          ,2043        ,9           ,4           ,     1235.42,    74125.34
VI          ,2043        ,9           ,5           ,     1390.02,    83400.96
VI          ,2043        ,10          ,1           ,     1248.61,   270948.14
VI          ,2043        ,10          ,2           ,     1101.03,   102395.42
VI          ,2043        ,10          ,3           ,     1003.71,   311148.98
VI          ,2043        ,10          ,4           ,     1272.97,    78923.88
VI          ,2043        ,10          ,5           ,     1422.23,    88178.02
VI          ,2043        ,11          ,1           ,     1303.07,   273644.55
VI          ,2043        ,11          ,2           ,     1125.34,   101280.31
VI          ,2043        ,11          ,3           ,     1049.28,   314785.34
VI          ,2043        ,11          ,4           ,     1336.27,    80176.23
VI          ,2043        ,11          ,5           ,     1483.22,    88993.26
VI          ,2043        ,12          ,1           ,     1308.32,   283905.78
VI          ,2043        ,12          ,2           ,     1155.05,   107419.44
VI          ,2043        ,12          ,3           ,     1052.75,   326354.04
VI          ,2043        ,12          ,4           ,     1317.40,    81679.02
VI          ,2043        ,12          ,5           ,     1467.80,    91003.46
VI          ,2044        ,1           ,1           ,     1186.50,   257469.62
VI          ,2044        ,1           ,2           ,     1018.95,    94762.55
VI          ,2044        ,1           ,3           ,      901.20,   279371.32
VI          ,2044        ,1           ,4           ,     1182.38,    73307.40
VI          ,2044        ,1           ,5           ,     1352.31,    83843.07
VI          ,2044        ,2           ,1           ,     1199.48,   243495.08
VI          ,2044        ,2           ,2           ,     1013.78,    88198.58
VI          ,2044        ,2           ,3           ,      894.11,   259293.16
VI          ,2044        ,2           ,4           ,     1206.29,    69964.90
VI          ,2044        ,2           ,5           ,     1357.45,    78732.17
VI          ,2044        ,3           ,1           ,     1284.52,   278740.91
VI          ,2044        ,3           ,2           ,     1116.79,   103861.79
VI          ,2044        ,3           ,3           ,     1021.56,   316683.71
VI          ,2044        ,3           ,4           ,     1290.71,    80023.88
VI          ,2044        ,3           ,5           ,     1450.08,    89904.91
VI          ,2044        ,4           ,1           ,     1304.39,   273922.27
VI          ,2044        ,4           ,2           ,     1112.36,   100112.18
VI          ,2044        ,4           ,3           ,     1011.60,   303480.19
VI          ,2044        ,4           ,4           ,     1275.03,    76501.81
VI          ,2044        ,4           ,5           ,     1442.04,    86522.58
VI          ,2044        ,5           ,1           ,     1275.76,   278115.56
VI          ,2044        ,5           ,2           ,     1127.09,   104819.48
VI          ,2044        ,5           ,3           ,     1001.22,   310376.96
VI          ,2044        ,5           ,4           ,     1256.15,    77881.01
VI          ,2044        ,5           ,5           ,     1429.89,    88653.19
VI          ,2044        ,6           ,1           ,     1312.50,   275624.55
VI          ,2044        ,6           ,2           ,     1148.12,   103330.82
VI          ,2044        ,6           ,3           ,     1035.87,   310761.27
VI          ,2044        ,6           ,4           ,     1285.48,    77128.69
VI          ,2044        ,6           ,5           ,     1457.97,    87478.44
VI          ,2044        ,7           ,1           ,     1285.09,   278865.19
VI          ,2044        ,7           ,2           ,     1130.30,   105117.91
VI          ,2044        ,7           ,3           ,     1015.55,   314820.33
VI          ,2044        ,7           ,4           ,     1258.72,    78040.74
VI          ,2044        ,7           ,5           ,     1413.35,    87627.86
VI          ,2044        ,8           ,1           ,     1285.39,   277643.82
VI          ,2044        ,8           ,2           ,     1135.39,   105591.35
VI          ,2044        ,8           ,3           ,     1024.48,   317587.94
VI          ,2044        ,8           ,4           ,     1252.73,    77669.46
VI          ,2044        ,8           ,5           ,     1412.05,    87546.86
VI          ,2044        ,9           ,1           ,     1292.54,   271434.31
VI          ,2044        ,9           ,2           ,     1135.53,   102197.78
VI          ,2044        ,9           ,3           ,     1021.50,   306449.83
VI          ,2044        ,9           ,4           ,     1268.60,    76116.10
VI          ,2044        ,9           ,5           ,     1429.42,    85764.90
VI          ,2044        ,10          ,1           ,     1282.18,   278233.97
VI          ,2044        ,10          ,2           ,     1126.90,   104801.87
VI          ,2044        ,10          ,3           ,     1025.19,   317807.86
VI          ,2044        ,10          ,4           ,     1305.36,    80932.13
VI          ,2044        ,10          ,5           ,     1460.65,    90560.19
VI          ,2044        ,11          ,1           ,     1338.10,   281000.02
VI          ,2044        ,11          ,2           ,     1152.44,   103719.77
VI          ,2044        ,11          ,3           ,     1071.36,   321408.86
VI          ,2044        ,11          ,4           ,     1370.09,    82205.55
VI          ,2044        ,11          ,5           ,     1524.02,    91441.10
VI          ,2044        ,12          ,1           ,     1343.01,   291432.18
VI          ,2044        ,12          ,2           ,     1182.16,   109940.72
VI          ,2044        ,12          ,3           ,     1074.92,   333225.32
VI          ,2044        ,12          ,4           ,     1350.94,    83758.37
VI          ,2044        ,12          ,5           ,     1507.12,    93441.45
VI          ,2045        ,1           ,1           ,     1217.63,   264226.51
VI          ,2045        ,1           ,2           ,     1042.55,    96957.19
VI          ,2045        ,1           ,3           ,      920.07,   285221.94
VI          ,2045        ,1           ,4           ,     1212.19,    75155.88
VI          ,2045        ,1           ,5           ,     1387.89,    86049.18
VI          ,2045        ,2           ,1           ,     1275.61,   250019.29
VI          ,2045        ,2           ,2           ,     1075.15,    90312.20
VI          ,2045        ,2           ,3           ,      945.85,   264837.73
VI          ,2045        ,2           ,4           ,     1281.08,    71740.60
VI          ,2045        ,2           ,5           ,     1444.93,    80916.05
VI          ,2045        ,3           ,1           ,     1319.88,   286413.95
VI          ,2045        ,3           ,2           ,     1144.71,   106458.05
VI          ,2045        ,3           ,3           ,     1044.87,   323910.48
VI          ,2045        ,3           ,4           ,     1324.77,    82135.88
VI          ,2045        ,3           ,5           ,     1490.15,    92389.45
VI          ,2045        ,4           ,1           ,     1339.34,   281260.79
VI          ,2045        ,4           ,2           ,     1139.58,   102562.59
VI          ,2045        ,4           ,3           ,     1033.98,   310194.88
VI          ,2045        ,4           ,4           ,     1308.69,    78521.39
VI          ,2045        ,4           ,5           ,     1481.78,    88906.86
VI          ,2045        ,5           ,1           ,     1309.58,   285487.45
VI          ,2045        ,5           ,2           ,     1153.49,   107274.62
VI          ,2045        ,5           ,3           ,     1023.08,   317156.04
VI          ,2045        ,5           ,4           ,     1288.77,    79903.48
VI          ,2045        ,5           ,5           ,     1468.31,    91035.25
VI          ,2045        ,6           ,1           ,     1347.55,   282985.00
VI          ,2045        ,6           ,2           ,     1175.64,   105807.35
VI          ,2045        ,6           ,3           ,     1058.12,   317435.67
VI          ,2045        ,6           ,4           ,     1319.56,    79173.63
VI          ,2045        ,6           ,5           ,     1497.60,    89856.20
VI          ,2045        ,7           ,1           ,     1319.00,   286222.60
VI          ,2045        ,7           ,2           ,     1156.87,   107588.60
VI          ,2045        ,7           ,3           ,     1037.49,   321621.51
VI          ,2045        ,7           ,4           ,     1291.36,    80064.05
VI          ,2045        ,7           ,5           ,     1451.75,    90008.47
VI          ,2045        ,8           ,1           ,     1319.85,   285088.65
VI          ,2045        ,8           ,2           ,     1161.98,   108064.18
VI          ,2045        ,8           ,3           ,     1046.29,   324349.85
VI          ,2045        ,8           ,4           ,     1286.11,    79738.65
VI          ,2045        ,8           ,5           ,     1451.53,    89994.81
VI          ,2045        ,9           ,1           ,     1327.64,   278804.01
VI          ,2045        ,9           ,2           ,     1162.70,   104642.77
VI          ,2045        ,9           ,3           ,     1043.75,   313124.10
VI          ,2045        ,9           ,4           ,     1302.47,    78147.93
VI          ,2045        ,9           ,5           ,     1469.41,    88164.82
VI          ,2045        ,10          ,1           ,     1316.78,   285742.06
VI          ,2045        ,10          ,2           ,     1153.85,   107307.78
VI          ,2045        ,10          ,3           ,     1047.46,   324712.22
VI          ,2045        ,10          ,4           ,     1338.55,    82989.86
VI          ,2045        ,10          ,5           ,     1499.77,    92985.44
VI          ,2045        ,11          ,1           ,     1374.18,   288577.51
VI          ,2045        ,11          ,2           ,     1180.54,   106248.87
VI          ,2045        ,11          ,3           ,     1094.37,   328310.21
VI          ,2045        ,11          ,4           ,     1404.75,    84284.97
VI          ,2045        ,11          ,5           ,     1565.32,    93919.07
VI          ,2045        ,12          ,1           ,     1378.78,   299194.76
VI          ,2045        ,12          ,2           ,     1210.34,   112561.42
VI          ,2045        ,12          ,3           ,     1098.03,   340388.48
VI          ,2045        ,12          ,4           ,     1385.26,    85885.83
VI          ,2045        ,12          ,5           ,     1547.17,    95924.53
VI          ,2046        ,1           ,1           ,     1251.47,   271569.91
VI          ,2046        ,1           ,2           ,     1068.93,    99410.24
VI          ,2046        ,1           ,3           ,      941.25,   291787.12
VI          ,2046        ,1           ,4           ,     1244.62,    77166.30
VI          ,2046        ,1           ,5           ,     1426.46,    88440.23
VI          ,2046        ,2           ,1           ,     1311.86,   257124.79
VI          ,2046        ,2           ,2           ,     1103.15,    92664.32
VI          ,2046        ,2           ,3           ,      968.12,   271074.89
VI          ,2046        ,2           ,4           ,     1315.87,    73688.83
VI          ,2046        ,2           ,5           ,     1486.51,    83244.34
VI          ,2046        ,3           ,1           ,     1357.85,   294654.53
VI          ,2046        ,3           ,2           ,     1175.20,   109293.17
VI          ,2046        ,3           ,3           ,     1070.59,   331883.69
VI          ,2046        ,3           ,4           ,     1361.45,    84409.72
VI          ,2046        ,3           ,5           ,     1532.87,    95037.96
VI          ,2046        ,4           ,1           ,     1376.92,   289153.68
VI          ,2046        ,4           ,2           ,     1169.19,   105227.10
VI          ,2046        ,4           ,3           ,     1058.66,   317597.12
VI          ,2046        ,4           ,4           ,     1344.74,    80684.25
VI          ,2046        ,4           ,5           ,     1524.07,    91444.15
VI          ,2046        ,5           ,1           ,     1345.95,   293417.75
VI          ,2046        ,5           ,2           ,     1182.58,   109979.88
VI          ,2046        ,5           ,3           ,     1047.18,   324625.74
VI          ,2046        ,5           ,4           ,     1323.83,    82077.58
VI          ,2046        ,5           ,5           ,     1509.50,    93589.13
VI          ,2046        ,6           ,1           ,     1385.25,   290902.24
VI          ,2046        ,6           ,2           ,     1205.70,   108512.67
VI          ,2046        ,6           ,3           ,     1082.98,   324895.33
VI          ,2046        ,6           ,4           ,     1355.83,    81349.70
VI          ,2046        ,6           ,5           ,     1539.99,    92399.13
VI          ,2046        ,7           ,1           ,     1355.62,   294168.94
VI          ,2046        ,7           ,2           ,     1186.10,   110307.52
VI          ,2046        ,7           ,3           ,     1061.80,   329159.36
VI          ,2046        ,7           ,4           ,     1326.50,    82243.02
VI          ,2046        ,7           ,5           ,     1492.82,    92554.68
VI          ,2046        ,8           ,1           ,     1356.75,   293058.17
VI          ,2046        ,8           ,2           ,     1191.29,   110789.71
VI          ,2046        ,8           ,3           ,     1070.66,   331903.48
VI          ,2046        ,8           ,4           ,     1321.46,    81930.25
VI          ,2046        ,8           ,5           ,     1492.94,    92562.10
