barra,agno,etapa,bloque,potencia,energia
SING        ,2024        ,9           ,3           ,     2343.50,   703051.24
SING        ,2024        ,9           ,4           ,     2280.30,   136817.77
SING        ,2024        ,9           ,5           ,     2315.27,   138916.23
SING        ,2024        ,10          ,1           ,     2369.38,   514155.51
SING        ,2024        ,10          ,2           ,     2400.21,   223219.32
SING        ,2024        ,10          ,3           ,     2337.40,   724594.00
SING        ,2024        ,10          ,4           ,     2389.88,   148172.26
SING        ,2024        ,10          ,5           ,     2411.04,   149484.72
SING        ,2024        ,11          ,1           ,     2446.65,   513795.83
SING        ,2024        ,11          ,2           ,     2371.48,   213433.61
SING        ,2024        ,11          ,3           ,     2380.07,   714021.52
SING        ,2024        ,11          ,4           ,     2486.66,   149199.39
SING        ,2024        ,11          ,5           ,     2506.41,   150384.38
SING        ,2024        ,12          ,1           ,     2464.35,   534764.87
SING        ,2024        ,12          ,2           ,     2470.13,   229722.16
SING        ,2024        ,12          ,3           ,     2362.58,   732399.10
SING        ,2024        ,12          ,4           ,     2397.50,   148644.87
SING        ,2024        ,12          ,5           ,     2418.63,   149955.22
SING        ,2025        ,1           ,1           ,     2250.46,   488350.60
SING        ,2025        ,1           ,2           ,     2232.62,   207633.23
SING        ,2025        ,1           ,3           ,     2185.91,   677632.75
SING        ,2025        ,1           ,4           ,     2246.53,   139284.77
SING        ,2025        ,1           ,5           ,     2330.58,   144495.75
SING        ,2025        ,2           ,1           ,     2168.68,   425060.31
SING        ,2025        ,2           ,2           ,     2136.09,   179431.65
SING        ,2025        ,2           ,3           ,     2109.81,   590746.59
SING        ,2025        ,2           ,4           ,     2214.27,   123999.09
SING        ,2025        ,2           ,5           ,     2230.19,   124890.46
SING        ,2025        ,3           ,1           ,     2196.06,   476545.96
SING        ,2025        ,3           ,2           ,     2190.79,   203743.36
SING        ,2025        ,3           ,3           ,     2153.90,   667707.73
SING        ,2025        ,3           ,4           ,     2173.98,   134786.84
SING        ,2025        ,3           ,5           ,     2234.75,   138554.45
SING        ,2025        ,4           ,1           ,     2399.36,   503865.55
SING        ,2025        ,4           ,2           ,     2293.68,   206431.41
SING        ,2025        ,4           ,3           ,     2302.68,   690805.39
SING        ,2025        ,4           ,4           ,     2283.70,   137022.23
SING        ,2025        ,4           ,5           ,     2338.60,   140316.25
SING        ,2025        ,5           ,1           ,     2406.68,   524655.29
SING        ,2025        ,5           ,2           ,     2432.49,   226221.79
SING        ,2025        ,5           ,3           ,     2343.57,   726506.04
SING        ,2025        ,5           ,4           ,     2315.40,   143554.53
SING        ,2025        ,5           ,5           ,     2404.47,   149076.97
SING        ,2025        ,6           ,1           ,     2398.92,   503774.06
SING        ,2025        ,6           ,2           ,     2414.88,   217338.92
SING        ,2025        ,6           ,3           ,     2356.40,   706919.17
SING        ,2025        ,6           ,4           ,     2305.17,   138310.10
SING        ,2025        ,6           ,5           ,     2350.90,   141053.88
SING        ,2025        ,7           ,1           ,     2356.89,   511446.14
SING        ,2025        ,7           ,2           ,     2385.87,   221886.36
SING        ,2025        ,7           ,3           ,     2322.45,   719958.09
SING        ,2025        ,7           ,4           ,     2246.38,   139275.78
SING        ,2025        ,7           ,5           ,     2258.92,   140052.78
SING        ,2025        ,8           ,1           ,     2377.99,   513645.63
SING        ,2025        ,8           ,2           ,     2411.64,   224282.24
SING        ,2025        ,8           ,3           ,     2353.54,   729598.87
SING        ,2025        ,8           ,4           ,     2268.69,   140658.96
SING        ,2025        ,8           ,5           ,     2308.39,   143120.01
SING        ,2025        ,9           ,1           ,     2374.87,   498723.00
SING        ,2025        ,9           ,2           ,     2404.58,   216412.12
SING        ,2025        ,9           ,3           ,     2354.87,   706461.21
SING        ,2025        ,9           ,4           ,     2289.01,   137340.66
SING        ,2025        ,9           ,5           ,     2324.05,   139443.18
SING        ,2025        ,10          ,1           ,     2378.75,   516188.37
SING        ,2025        ,10          ,2           ,     2409.55,   224087.93
SING        ,2025        ,10          ,3           ,     2349.85,   728453.89
SING        ,2025        ,10          ,4           ,     2403.05,   148989.30
SING        ,2025        ,10          ,5           ,     2423.27,   150242.87
SING        ,2025        ,11          ,1           ,     2457.04,   515978.58
SING        ,2025        ,11          ,2           ,     2381.14,   214302.22
SING        ,2025        ,11          ,3           ,     2393.41,   718024.18
SING        ,2025        ,11          ,4           ,     2500.74,   150044.40
SING        ,2025        ,11          ,5           ,     2519.48,   151168.52
SING        ,2025        ,12          ,1           ,     2474.40,   536944.14
SING        ,2025        ,12          ,2           ,     2479.39,   230583.31
SING        ,2025        ,12          ,3           ,     2375.08,   736276.25
SING        ,2025        ,12          ,4           ,     2410.75,   149466.42
SING        ,2025        ,12          ,5           ,     2431.55,   150756.41
SING        ,2026        ,1           ,1           ,     2228.97,   483685.73
SING        ,2026        ,1           ,2           ,     2211.55,   205674.52
SING        ,2026        ,1           ,3           ,     2165.90,   671429.93
SING        ,2026        ,1           ,4           ,     2226.17,   138022.79
SING        ,2026        ,1           ,5           ,     2309.70,   143201.57
SING        ,2026        ,2           ,1           ,     2149.22,   421247.43
SING        ,2026        ,2           ,2           ,     2116.92,   177821.31
SING        ,2026        ,2           ,3           ,     2091.61,   585652.11
SING        ,2026        ,2           ,4           ,     2195.74,   122961.20
SING        ,2026        ,2           ,5           ,     2210.24,   123773.62
SING        ,2026        ,3           ,1           ,     2181.85,   473461.06
SING        ,2026        ,3           ,2           ,     2176.45,   202409.48
SING        ,2026        ,3           ,3           ,     2141.87,   663978.99
SING        ,2026        ,3           ,4           ,     2161.67,   134023.59
SING        ,2026        ,3           ,5           ,     2221.47,   137731.30
SING        ,2026        ,4           ,1           ,     2380.16,   499832.93
SING        ,2026        ,4           ,2           ,     2275.76,   204818.14
SING        ,2026        ,4           ,3           ,     2285.12,   685536.68
SING        ,2026        ,4           ,4           ,     2265.67,   135940.31
SING        ,2026        ,4           ,5           ,     2320.12,   139206.98
SING        ,2026        ,5           ,1           ,     2386.45,   520246.94
SING        ,2026        ,5           ,2           ,     2412.78,   224388.49
SING        ,2026        ,5           ,3           ,     2324.74,   720669.12
SING        ,2026        ,5           ,4           ,     2296.45,   142380.08
SING        ,2026        ,5           ,5           ,     2384.97,   147867.88
SING        ,2026        ,6           ,1           ,     2379.01,   499593.04
SING        ,2026        ,6           ,2           ,     2394.93,   215544.01
SING        ,2026        ,6           ,3           ,     2338.38,   701512.60
SING        ,2026        ,6           ,4           ,     2286.05,   137163.14
SING        ,2026        ,6           ,5           ,     2332.33,   139939.71
SING        ,2026        ,7           ,1           ,     2338.23,   507395.57
SING        ,2026        ,7           ,2           ,     2367.33,   220162.10
SING        ,2026        ,7           ,3           ,     2304.82,   714494.32
SING        ,2026        ,7           ,4           ,     2229.11,   138204.68
SING        ,2026        ,7           ,5           ,     2241.77,   138989.64
SING        ,2026        ,8           ,1           ,     2358.44,   509423.84
SING        ,2026        ,8           ,2           ,     2392.81,   222531.77
